id,target,distractor,similarity,model_name,speaker_score,listener_score,description
3126,227439_1741236,227439_1731000,0,sampling_speaker1,-9.37642075455,-1.30286729336,a person with black shirt
3127,227439_1741236,227439_1731000,0,sampling_speaker1,-11.5304075539,-1.41188907623,the man wearing black shirt and black shorts
3128,227439_1741236,227439_1731000,0,sampling_speaker1,-15.8668854572,-1.3730494976,a person looking at the man in the background
3129,227439_1741236,227439_1731000,0,sampling_speaker1,-14.9267218138,-1.45592927933,a man wearing black and white shirt and black shorts
3130,500694_460129,500694_474619,0,sampling_speaker1,-14.2790622,-0.978793621063,a blonde blonde blonde blonde blonde blonde blonde blonde blonde blonde
3131,500694_460129,500694_474619,0,sampling_speaker1,-13.7966589876,-2.14101433754,a blonde blonde blonde blonde blonde girl in a white shirt
3132,500694_460129,500694_474619,0,sampling_speaker1,-11.5052517872,-1.22895860672,a blonde blonde blonde blonde girl with blonde hair
3133,500694_460129,500694_474619,0,sampling_speaker1,-8.91201694374,-1.42387592793,a woman with blonde hair
3134,500694_460129,500694_474619,0,sampling_speaker1,-10.003915984,-1.12154102325,blonde girl in the back
3135,500694_460129,500694_474619,0,sampling_speaker1,-11.8103049002,-0.840303659439,blonde blonde blonde blonde blonde blonde blonde blonde blonde blonde
3136,500694_460129,500694_474619,0,sampling_speaker1,-8.47686157336,-1.1831189394,a girl with blonde hair hair
3137,500694_460129,500694_474619,0,sampling_speaker1,-14.2150997172,-1.10422205925,the blonde blonde blonde blonde blonde blonde blonde blonde girl
3138,500694_460129,500694_474619,0,sampling_speaker1,-15.3516117886,-1.0210916996,a blonde blonde blonde blonde blonde blonde blonde blonde blonde blonde blonde
3139,500694_460129,500694_474619,0,sampling_speaker1,-7.18643757173,-0.699233353138,blonde blonde blonde hair
3140,308687_101730,308687_200559,0,sampling_speaker1,-10.3448702187,-1.57022070885,a person in a blue jacket
3141,308687_101730,308687_200559,0,sampling_speaker1,-10.5719208403,-1.92728292942,a woman in a red jacket
3142,308687_101730,308687_200559,0,sampling_speaker1,-31.5465520517,-1.08012652397,a green chair in a red and a pink - is sitting on a table
3143,308687_101730,308687_200559,0,sampling_speaker1,-8.59158209872,-0.764991462231,a chair behind a girl
3144,308687_101730,308687_200559,0,sampling_speaker1,-26.4541814647,-0.307935059071,the chair with the back of the girl in the picture of the hat
3145,308687_101730,308687_200559,0,sampling_speaker1,-10.9534011737,-0.546194553375,the girl that is sitting on the right
3146,308687_101730,308687_200559,0,sampling_speaker1,-4.70956189625,-0.37857362628,the chair
3147,308687_101730,308687_200559,0,sampling_speaker1,-30.4553842632,-0.69975823164,a blonde brown bag with a pink and red blanket
3148,308687_101730,308687_200559,0,sampling_speaker1,-14.0171521874,-2.403175354,a chair with a woman in a red shirt
3149,308687_101730,308687_200559,0,sampling_speaker1,-9.46282515102,-2.01026153564,a girl in a red shirt
3150,503871_663331,503871_664024,0,sampling_speaker1,-10.0957164096,-0.456701159477,an empty glass of an empty glass
3151,503871_663331,503871_664024,0,sampling_speaker1,-10.3426966242,-0.419571995735,a glass of an empty glass of wine
3152,503871_663331,503871_664024,0,sampling_speaker1,-11.4092885411,-0.705101668835,the glass of the woman holding a glass
3153,503871_663331,503871_664024,0,sampling_speaker1,-6.00115796544,-0.463872969151,the glass of the glass
3154,503871_663331,503871_664024,0,sampling_speaker1,-23.7662627726,-0.458049416542,an glass of the wine glass of an empty wearing a plate
3155,503871_663331,503871_664024,0,sampling_speaker1,-13.5145329396,-0.405796766281,a glass of an glass of two glass
3156,503871_663331,503871_664024,0,sampling_speaker1,-6.46053448714,-0.478987812996,a glass of wine glass
3157,503871_663331,503871_664024,0,sampling_speaker1,-5.93123583584,-0.485963463783,a glass of wine
3158,503871_663331,503871_664024,0,sampling_speaker1,-11.7854232376,-0.48021531105,a glass of wine glass of a girl
3159,503871_663331,503871_664024,0,sampling_speaker1,-6.00115796544,-0.463872969151,the glass of the glass
3160,487496_689864,487496_688070,0,sampling_speaker1,-13.3600737126,-0.321984052658,a man in a white and a black shirt
3161,487496_689864,487496_688070,0,sampling_speaker1,-15.1522621585,-0.800861597061,a white color black and white plate
3162,487496_689864,487496_688070,0,sampling_speaker1,-6.62063715986,-0.804635286331,a white chair
3163,487496_689864,487496_688070,0,sampling_speaker1,-25.6648805547,-0.715691447258,a lady with a white and black color and white color on top
3164,487496_689864,487496_688070,0,sampling_speaker1,-18.5402564069,-0.816280722618,a white color and white color on the left
3165,487496_689864,487496_688070,0,sampling_speaker1,-9.56157073414,-0.780540168285,a white and black bowl
3166,487496_689864,487496_688070,0,sampling_speaker1,-14.6782442416,-0.687842488289,a bowl of a man ' s basket
3167,487496_689864,487496_688070,0,sampling_speaker1,-8.66950492084,-0.77507519722,a black and white chair
3168,487496_689864,487496_688070,0,sampling_speaker1,-14.6418213821,-0.836797475815,a small bowl of a white basket
3169,487496_689864,487496_688070,0,sampling_speaker1,-7.81009207978,-0.780540168285,a black and white bowl
3170,471132_486682,471132_478502,0,sampling_speaker1,-15.1321692619,-0.657947063446,a man with white and black shirt
3171,471132_486682,471132_478502,0,sampling_speaker1,-17.355312299,-0.897542953491,a woman wearing a black shirt and a white hat
3172,471132_486682,471132_478502,0,sampling_speaker1,-19.6142619072,-0.865313053131,a man standing in a black shirt and white uniform
3173,471132_486682,471132_478502,0,sampling_speaker1,-16.1174134654,-0.918992996216,a woman in a black shirt and a tennis racket
3174,471132_486682,471132_478502,0,sampling_speaker1,-9.84310517519,-0.501355171204,a woman in the middle
3175,471132_486682,471132_478502,0,sampling_speaker1,-10.5013906629,-0.473551511765,the man standing on the right
3176,471132_486682,471132_478502,0,sampling_speaker1,-8.36259365544,-0.481356143951,the woman in the background
3177,471132_486682,471132_478502,0,sampling_speaker1,-14.9486211311,-0.766122817993,a man with a black shirt and jeans
3178,471132_486682,471132_478502,0,sampling_speaker1,-8.48610318884,-0.760314464569,a man in a green shirt
3179,471132_486682,471132_478502,0,sampling_speaker1,-27.596432421,-1.22904062271,the woman who is holding a woman wearing a black shirt and white umbrella
3180,36197_427193,36197_2155522,0,sampling_speaker1,-8.49392654581,-0.529563188553,the man in his shirt
3181,36197_427193,36197_2155522,0,sampling_speaker1,-8.09356426197,-0.276353001595,the chair
3182,36197_427193,36197_2155522,0,sampling_speaker1,-8.10904460031,-0.589259624481,a man in a blue shirt
3183,36197_427193,36197_2155522,0,sampling_speaker1,-8.2585586926,-0.44670176506,a man in his mouth
3184,36197_427193,36197_2155522,0,sampling_speaker1,-11.0170563939,-0.52844285965,a man in a brown shirt
3185,36197_427193,36197_2155522,0,sampling_speaker1,-14.6637199643,-0.42434835434,the man in the back of a white shirt
3186,36197_427193,36197_2155522,0,sampling_speaker1,-19.2374680362,-0.426759243011,a child with his his his his his his head
3187,36197_427193,36197_2155522,0,sampling_speaker1,-8.10950741929,-0.559556245804,a man in a red shirt
3188,36197_427193,36197_2155522,0,sampling_speaker1,-15.5274504836,-0.366650342941,baby girl in the pink shirt
3189,36197_427193,36197_2155522,0,sampling_speaker1,-20.0159349835,-0.555660009384,a man in a black shirt sitting on his back of a baby
3190,405613_532039,405613_2154486,0,sampling_speaker1,-15.4913206084,-1.61367249489,a girl in a white shirt and blue jacket
3191,405613_532039,405613_2154486,0,sampling_speaker1,-23.1943446177,-1.2757062912,a girl with a hair in a grey shirt and a black shorts
3192,405613_532039,405613_2154486,0,sampling_speaker1,-7.82288412608,-1.63398504257,a girl in a black shirt
3193,405613_532039,405613_2154486,0,sampling_speaker1,-7.82288412608,-1.63398504257,a girl in a black shirt
3194,405613_532039,405613_2154486,0,sampling_speaker1,-21.9074644793,-1.30821728706,girl in a black shirt sitting on a girl with a shorts
3195,405613_532039,405613_2154486,0,sampling_speaker1,-21.8529238798,-0.875874519348,a man in a black shirt holding a video with his hands
3196,405613_532039,405613_2154486,0,sampling_speaker1,-13.2758310965,-1.61525464058,a young man with a brown shirt
3197,405613_532039,405613_2154486,0,sampling_speaker1,-8.37321065491,-1.42749214172,a man in a grey shirt
3198,405613_532039,405613_2154486,0,sampling_speaker1,-13.0526419746,-1.60741043091,a woman in a white shirt sitting on a table
3199,405613_532039,405613_2154486,0,sampling_speaker1,-26.3770654629,-0.864745616913,a guy girl in a blue shirt sitting in a black and white shirt
3200,200817_580131,200817_581797,0,sampling_speaker1,-5.51967178831,-0.634039878845,a large elephant
3201,200817_580131,200817_581797,0,sampling_speaker1,-14.6749438623,-0.632511615753,a young elephant to the left of a baby elephant
3202,200817_580131,200817_581797,0,sampling_speaker1,-7.28972638168,-0.634942948818,the elephant on the left
3203,200817_580131,200817_581797,0,sampling_speaker1,-11.3940190139,-0.634759485722,a large elephant with a large elephant
3204,200817_580131,200817_581797,0,sampling_speaker1,-16.1957760565,-0.6316447258,a large elephant with a larger of its trunk
3205,200817_580131,200817_581797,0,sampling_speaker1,-29.835216513,-0.633868575096,a large elephant with a large gray trunk on the larger of the other
3206,200817_580131,200817_581797,0,sampling_speaker1,-26.0980808135,-0.63337290287,a large elephant with a large two other gray and its trunk
3207,200817_580131,200817_581797,0,sampling_speaker1,-9.08062908473,-0.634131193161,a large elephant is elephant
3208,200817_580131,200817_581797,0,sampling_speaker1,-30.041380129,-0.632303118706,a gray elephant with its and a large other gray on it
3209,200817_580131,200817_581797,0,sampling_speaker1,-13.6984377996,-0.634971797466,a gray elephant with a gray tusks
3210,348865_56723,348865_2150038,0,sampling_speaker1,-8.15749417484,-0.740847110748,a woman holding a black umbrella
3211,348865_56723,348865_2150038,0,sampling_speaker1,-9.41597987695,-0.709567070007,a woman in a white dress
3212,348865_56723,348865_2150038,0,sampling_speaker1,-8.40708301435,-0.519807100296,a girl in the umbrella
3213,348865_56723,348865_2150038,0,sampling_speaker1,-5.6359629555,-0.405661702156,a black umbrella
3214,348865_56723,348865_2150038,0,sampling_speaker1,-18.7048845324,-1.26186275482,a woman in a black umbrella is holding a black hat
3215,348865_56723,348865_2150038,0,sampling_speaker1,-4.83781595031,-0.397995054722,umbrella
3216,348865_56723,348865_2150038,0,sampling_speaker1,-14.3666438665,-1.10740995407,a woman wearing a black dress and an umbrella
3217,348865_56723,348865_2150038,0,sampling_speaker1,-13.70560195,-0.883484125137,a girl in a black dress holding a white umbrella
3218,348865_56723,348865_2150038,0,sampling_speaker1,-12.4815675996,-0.847261667252,a woman is holding a girl
3219,348865_56723,348865_2150038,0,sampling_speaker1,-25.1776664394,-0.50060915947,a male in black dress with her color umbrella
3220,86183_154960,86183_148251,0,sampling_speaker1,-10.3663890928,-0.756296992302,the motorcycle with black motorcycle
3221,86183_154960,86183_148251,0,sampling_speaker1,-4.77448971885,-0.724630594254,the motorcycle
3222,86183_154960,86183_148251,0,sampling_speaker1,-24.8743146395,-0.775573551655,a bike motorcycle in front of a black parked near a bike
3223,86183_154960,86183_148251,0,sampling_speaker1,-6.3264239454,-0.763474345207,a red motorcycle
3224,86183_154960,86183_148251,0,sampling_speaker1,-7.14058982997,-0.692286193371,the motorcycle on the right
3225,86183_154960,86183_148251,0,sampling_speaker1,-5.04871128536,-0.792292714119,a black motorcycle
3226,86183_154960,86183_148251,0,sampling_speaker1,-5.04871128536,-0.792292714119,a black motorcycle
3227,86183_154960,86183_148251,0,sampling_speaker1,-5.04871128536,-0.792292714119,a black motorcycle
3228,86183_154960,86183_148251,0,sampling_speaker1,-8.86706104249,-0.787673175335,a black motorcycle bike
3229,86183_154960,86183_148251,0,sampling_speaker1,-5.04871128536,-0.792292714119,a black motorcycle
3230,258240_426969,258240_471566,0,sampling_speaker1,-17.4193089044,-1.07297754288,a man with a man with a green shirt and grey hair
3231,258240_426969,258240_471566,0,sampling_speaker1,-12.2696070153,-1.32123923302,man with glasses and a green shirt
3232,258240_426969,258240_471566,0,sampling_speaker1,-16.8180204341,-0.743681430817,man with a grey shirt and a man in a grey shirt
3233,258240_426969,258240_471566,0,sampling_speaker1,-17.7665107739,-1.10081768036,man with a man holding a green shirt and green controller
3234,258240_426969,258240_471566,0,sampling_speaker1,-37.0118610878,-0.80339050293,a man with a beard , - shirt and a man holding a grey - video his controller
3235,258240_426969,258240_471566,0,sampling_speaker1,-18.3878258429,-1.30122661591,a man with a grey , smiling and green shirt
3236,258240_426969,258240_471566,0,sampling_speaker1,-20.3572784531,-0.620799064636,man in a black shirt with a man holding a green t - shirt
3237,258240_426969,258240_471566,0,sampling_speaker1,-14.631932258,-0.696081161499,a man with a grey shirt and a man in a green shirt
3238,258240_426969,258240_471566,0,sampling_speaker1,-21.651791211,-0.789841651917,man with green t - shirt and a man in a cell shirt
3239,258240_426969,258240_471566,0,sampling_speaker1,-9.39840349215,-0.967338562012,a man holding a man in a green shirt
3240,12495_1411828,12495_592565,0,sampling_speaker1,-12.1838215142,-0.669452488422,the zebra in the back of two other zebras
3241,12495_1411828,12495_592565,0,sampling_speaker1,-13.876390018,-0.6147813797,zebra standing next to the back of another zebra
3242,12495_1411828,12495_592565,0,sampling_speaker1,-6.34228657125,-0.665697276592,a zebra in front of another zebra
3243,12495_1411828,12495_592565,0,sampling_speaker1,-11.3276220644,-0.674486458302,the zebra in the front of the zebras
3244,12495_1411828,12495_592565,0,sampling_speaker1,-7.16730066145,-0.667171180248,the back of the zebra
3245,12495_1411828,12495_592565,0,sampling_speaker1,-10.5321115668,-0.675610542297,the back of the zebra in the back
3246,12495_1411828,12495_592565,0,sampling_speaker1,-6.34228657125,-0.665697276592,a zebra in front of another zebra
3247,12495_1411828,12495_592565,0,sampling_speaker1,-8.31598144935,-0.682496547699,a zebra in its back
3248,12495_1411828,12495_592565,0,sampling_speaker1,-10.5663609636,-0.675892412663,the zebra in the back of the zebras
3249,12495_1411828,12495_592565,0,sampling_speaker1,-6.20701340331,-0.685495257378,the back
3250,358580_355979,358580_1798862,0,sampling_speaker1,-5.92988020097,-0.918252527714,a black truck
3251,358580_355979,358580_1798862,0,sampling_speaker1,-9.68607830585,-0.919629871845,black car with gray suv
3252,358580_355979,358580_1798862,0,sampling_speaker1,-10.255994729,-0.914399802685,a black car with car
3253,358580_355979,358580_1798862,0,sampling_speaker1,-13.2548480957,-0.921743750572,the truck with the gray license
3254,358580_355979,358580_1798862,0,sampling_speaker1,-21.6911692296,-0.917765319347,a black car with gray gray colored behind the road
3255,358580_355979,358580_1798862,0,sampling_speaker1,-9.63105411754,-0.922344326973,the gray truck with the back
3256,358580_355979,358580_1798862,0,sampling_speaker1,-12.456940032,-0.922389030457,gray truck with the black suv
3257,358580_355979,358580_1798862,0,sampling_speaker1,-10.5305312641,-0.91337198019,a gray truck with a black truck
3258,358580_355979,358580_1798862,0,sampling_speaker1,-10.2507547454,-0.913068413734,a black car with a gray truck
3259,358580_355979,358580_1798862,0,sampling_speaker1,-23.4769971213,-0.923049449921,a gray suv with gray gray gray in a black car
3260,201425_684370,201425_679921,0,sampling_speaker1,-11.299763217,-0.60423874855,a white mug with white mug on it
3261,201425_684370,201425_679921,0,sampling_speaker1,-17.467995925,-0.603342413902,a white plate with a handles on it and handles
3262,201425_684370,201425_679921,0,sampling_speaker1,-12.7883040447,-0.608980774879,white handles handles on the plate
3263,201425_684370,201425_679921,0,sampling_speaker1,-14.8534092848,-0.601413965225,a white mug on a white plate with a handles
3264,201425_684370,201425_679921,0,sampling_speaker1,-11.3672993366,-0.603730559349,a white mug with a white handles on it
3265,201425_684370,201425_679921,0,sampling_speaker1,-15.8207972748,-0.6117426157,the handles on the plate with the mug
3266,201425_684370,201425_679921,0,sampling_speaker1,-13.4999251514,-0.605681121349,a white handles handles sitting on a plate
3267,201425_684370,201425_679921,0,sampling_speaker1,-17.6599451555,-0.603426456451,white handles sitting on a plate with a mug
3268,201425_684370,201425_679921,0,sampling_speaker1,-15.0955714501,-0.604623258114,a white plate with a white color handles on it
3269,201425_684370,201425_679921,0,sampling_speaker1,-13.2686955552,-0.602665185928,white handles with black and white handles
3270,127214_585447,127214_585727,0,sampling_speaker1,-13.9169254432,-0.644539892673,a large elephant with a tree on the grass
3271,127214_585447,127214_585727,0,sampling_speaker1,-11.9416872089,-0.675562262535,the elephant on the right side of the elephant
3272,127214_585447,127214_585727,0,sampling_speaker1,-17.6192891068,-0.651348114014,the elephant with two two biggest
3273,127214_585447,127214_585727,0,sampling_speaker1,-15.543643896,-0.638425648212,a large elephant behind the baby elephant
3274,127214_585447,127214_585727,0,sampling_speaker1,-21.8364961066,-0.68798416853,the biggest walking in the middle of the middle of the foreground
3275,127214_585447,127214_585727,0,sampling_speaker1,-14.1382075908,-0.681701302528,the smaller elephant on the left side of the tree
3276,127214_585447,127214_585727,0,sampling_speaker1,-17.9183475267,-0.639898359776,a large elephant with a large beside a tree
3277,127214_585447,127214_585727,0,sampling_speaker1,-17.8599054863,-0.661683797836,the tree elephant with the elephant on the right
3278,127214_585447,127214_585727,0,sampling_speaker1,-14.9019333135,-0.644399166107,a large elephant with a large tree on it
3279,127214_585447,127214_585727,0,sampling_speaker1,-9.45199073278,-0.655905902386,the elephant with the tree
3280,455419_512558,455419_465260,0,sampling_speaker1,-19.9542979053,-0.983568191528,a woman wearing a red shirt with his him
3281,455419_512558,455419_465260,0,sampling_speaker1,-10.3866555085,-1.00089383125,the man in the red shirt
3282,455419_512558,455419_465260,0,sampling_speaker1,-18.0597675992,-0.939266443253,the woman in the skier with a red jacket
3283,455419_512558,455419_465260,0,sampling_speaker1,-17.4074153573,-0.937576174736,skier with red and white cross skiing
3284,455419_512558,455419_465260,0,sampling_speaker1,-30.6619684535,-0.982694864273,a woman with a red shirt and red jeans on a white board
3285,455419_512558,455419_465260,0,sampling_speaker1,-21.6891410495,-0.990965127945,a woman in a red shirt and black and white skiing
3286,455419_512558,455419_465260,0,sampling_speaker1,-10.7102226166,-0.962800979614,the man in the black jacket
3287,455419_512558,455419_465260,0,sampling_speaker1,-15.8624912235,-0.909675359726,the woman in the left ski
3288,455419_512558,455419_465260,0,sampling_speaker1,-10.3497175236,-0.954146623611,a man in black jacket
3289,455419_512558,455419_465260,0,sampling_speaker1,-40.954224261,-0.892138600349,a person with red and black jacket on the while in the right hand ' s hand
3290,86282_1110329,86282_1111516,0,sampling_speaker1,-5.02309814724,-0.790075063705,the remote remote
3291,86282_1110329,86282_1111516,0,sampling_speaker1,-5.47493259924,-0.77748388052,a black remote remote
3292,86282_1110329,86282_1111516,0,sampling_speaker1,-14.3466644797,-0.777731180191,a black remote remote that is sitting on the right
3293,86282_1110329,86282_1111516,0,sampling_speaker1,-5.02309814724,-0.790075063705,the remote remote
3294,86282_1110329,86282_1111516,0,sampling_speaker1,-9.43908007587,-0.792727947235,the remote that is remote remote
3295,86282_1110329,86282_1111516,0,sampling_speaker1,-6.42831166258,-0.774511992931,a black remote remote remote
3296,86282_1110329,86282_1111516,0,sampling_speaker1,-6.42831166258,-0.774511992931,a black remote remote remote
3297,86282_1110329,86282_1111516,0,sampling_speaker1,-6.42831166258,-0.774511992931,a black remote remote remote
3298,86282_1110329,86282_1111516,0,sampling_speaker1,-6.42831166258,-0.774511992931,a black remote remote remote
3299,86282_1110329,86282_1111516,0,sampling_speaker1,-5.02309814724,-0.790075063705,the remote remote
3300,200971_332867,200971_333039,0,sampling_speaker1,-13.5774445019,-0.305838882923,the man in the back of a black coat
3301,200971_332867,200971_333039,0,sampling_speaker1,-13.7652705258,-0.0160145759583,a man wearing a black jacket with a white shirt
3302,200971_332867,200971_333039,0,sampling_speaker1,-11.0272541764,-0.0690972805023,a man wearing a green tie
3303,200971_332867,200971_333039,0,sampling_speaker1,-13.4681001715,-0.0520370006561,a man in a black jacket and white jacket
3304,200971_332867,200971_333039,0,sampling_speaker1,-22.7022111054,-0.00892734527588,a man wearing a black shirt is sitting on a plate of a man
3305,200971_332867,200971_333039,0,sampling_speaker1,-6.9463003218,-0.030946969986,a man wearing a white shirt
3306,200971_332867,200971_333039,0,sampling_speaker1,-8.71003616428,-0.0826578140259,a person wearing a black shirt
3307,200971_332867,200971_333039,0,sampling_speaker1,-7.19114601141,-0.0447976589203,a man wearing a black jacket
3308,200971_332867,200971_333039,0,sampling_speaker1,-7.19114601141,-0.0447976589203,a man wearing a black jacket
3309,200971_332867,200971_333039,0,sampling_speaker1,-7.19114601141,-0.0447976589203,a man wearing a black jacket
3310,577809_1047794,577809_1548819,0,sampling_speaker1,-42.7032261568,-0.620626747608,the first of an orange that has a black top of three other other other on it
3311,577809_1047794,577809_1548819,0,sampling_speaker1,-20.3028694969,-0.628573060036,the front of two other on the other sugar
3312,577809_1047794,577809_1548819,0,sampling_speaker1,-29.9861168546,-0.606676101685,a dark dark two other fruit in front of another yacht
3313,577809_1047794,577809_1548819,0,sampling_speaker1,-23.1003682891,-0.63251709938,an closest to the front of another other other apples
3314,577809_1047794,577809_1548819,0,sampling_speaker1,-39.5352691919,-0.626973748207,a dark taken that is that is in front of another other other and to can
3315,577809_1047794,577809_1548819,0,sampling_speaker1,-14.5844787559,-0.593145132065,the black most on the right
3316,577809_1047794,577809_1548819,0,sampling_speaker1,-25.7046348235,-0.598702073097,a dark dark red and dark dark donut
3317,577809_1047794,577809_1548819,0,sampling_speaker1,-48.6179510645,-0.603541493416,a dark dark full of an orange and dark dark dark on a plate with other can
3318,577809_1047794,577809_1548819,0,sampling_speaker1,-20.1900572081,-0.609984397888,the front of the lemon with the other visible
3319,577809_1047794,577809_1548819,0,sampling_speaker1,-29.6563095676,-0.642029881477,the front of another two other in front of two other other compartment
3320,143636_466245,143636_457494,0,sampling_speaker1,-8.74789981967,-0.617079257965,the man wearing a red shirt
3321,143636_466245,143636_457494,0,sampling_speaker1,-9.04647734991,-0.6870418787,the person in the right
3322,143636_466245,143636_457494,0,sampling_speaker1,-12.0566478493,-0.649788856506,a man in a white shirt with a red tie
3323,143636_466245,143636_457494,0,sampling_speaker1,-8.2480562576,-0.644819259644,a man with a red hair
3324,143636_466245,143636_457494,0,sampling_speaker1,-10.2971048893,-0.630330562592,a man with red and white shirt
3325,143636_466245,143636_457494,0,sampling_speaker1,-17.8232659147,-0.673085689545,a man in the back of a white shirt and black dress
3326,143636_466245,143636_457494,0,sampling_speaker1,-14.3548647787,-0.632547140121,the man in white shirt with red hat
3327,143636_466245,143636_457494,0,sampling_speaker1,-10.4469993539,-0.639802694321,a man with a red and white shirt
3328,143636_466245,143636_457494,0,sampling_speaker1,-9.96493137304,-0.648928642273,the man with a red hair
3329,143636_466245,143636_457494,0,sampling_speaker1,-15.6926835075,-0.649156332016,a woman wearing a white dress and white dress
3330,119065_441396,119065_443519,0,sampling_speaker1,-14.4917744463,-0.528725624084,a man wearing a black cutting a white shirt
3331,119065_441396,119065_443519,0,sampling_speaker1,-8.43388464896,-0.85996556282,the man on the cake
3332,119065_441396,119065_443519,0,sampling_speaker1,-24.1409202839,-0.665683507919,a man in the group of shirt cutting cutting cake
3333,119065_441396,119065_443519,0,sampling_speaker1,-9.07367052164,-0.654949903488,a man wearing a bride
3334,119065_441396,119065_443519,0,sampling_speaker1,-12.3440758982,-0.577461242676,a man in a white shirt and black tie
3335,119065_441396,119065_443519,0,sampling_speaker1,-16.9567315905,-0.597230911255,a man wearing a black tie cutting cutting a cake
3336,119065_441396,119065_443519,0,sampling_speaker1,-7.40628622041,-0.721348762512,a man in the cake
3337,119065_441396,119065_443519,0,sampling_speaker1,-7.747253394,-0.75256729126,man in the cake
3338,119065_441396,119065_443519,0,sampling_speaker1,-8.00774175115,-0.767466068268,a man cutting a cake
3339,119065_441396,119065_443519,0,sampling_speaker1,-6.51993092356,-0.687836170197,a man in a cake
3340,240467_2063457,240467_573405,0,sampling_speaker1,-8.9785248162,-0.620258390903,a woman on a bench
3341,240467_2063457,240467_573405,0,sampling_speaker1,-7.53586129867,-0.652887821198,a woman sitting on a table
3342,240467_2063457,240467_573405,0,sampling_speaker1,-10.198833487,-0.846091687679,a women sitting on a table
3343,240467_2063457,240467_573405,0,sampling_speaker1,-13.91289067,-0.685364842415,a train is sitting in a bench
3344,240467_2063457,240467_573405,0,sampling_speaker1,-9.1030683584,-0.472191333771,a woman in a green shirt
3345,240467_2063457,240467_573405,0,sampling_speaker1,-8.18670609831,-0.701108157635,a person sitting on a bench
3346,240467_2063457,240467_573405,0,sampling_speaker1,-14.0296076828,-0.769575238228,a woman in front of two other train
3347,240467_2063457,240467_573405,0,sampling_speaker1,-11.8483018132,-0.90257447958,the brown chair
3348,240467_2063457,240467_573405,0,sampling_speaker1,-14.569818364,-0.631875038147,the front of the man in the back
3349,240467_2063457,240467_573405,0,sampling_speaker1,-18.7860278142,-0.514274477959,the back of a woman in a black and green shirt
3350,332069_1899032,332069_1900773,0,sampling_speaker1,-26.3209927773,-0.775712966919,a yellow and blue and yellow plate with blue and yellow fruit on it
3351,332069_1899032,332069_1900773,0,sampling_speaker1,-12.5089137267,-0.772006452084,a blue and blue and yellow plate
3352,332069_1899032,332069_1900773,0,sampling_speaker1,-17.6892824121,-0.772277593613,a blue and yellow and yellow yellow containing
3353,332069_1899032,332069_1900773,0,sampling_speaker1,-15.828009711,-0.768409609795,the yellow blue and yellow on the right
3354,332069_1899032,332069_1900773,0,sampling_speaker1,-9.20957298797,-0.7661241889,a blue and yellow plate
3355,332069_1899032,332069_1900773,0,sampling_speaker1,-12.9662432213,-0.770437777042,a blue and yellow yellow fruit
3356,332069_1899032,332069_1900773,0,sampling_speaker1,-16.2327055749,-0.764849126339,a blue and blue plate of yellow banana
3357,332069_1899032,332069_1900773,0,sampling_speaker1,-15.459564259,-0.760161459446,a blue and yellow container of a plate
3358,332069_1899032,332069_1900773,0,sampling_speaker1,-30.6572918704,-0.779102623463,a blue and white plate with yellow and yellow blue blue and yellow on top
3359,332069_1899032,332069_1900773,0,sampling_speaker1,-9.55994334574,-0.767621099949,blue and yellow bananas
3360,45359_1671430,45359_1671260,0,sampling_speaker1,-7.4041157152,-0.652581632137,the kitchen
3361,45359_1671430,45359_1671260,0,sampling_speaker1,-16.7574001663,-0.651287317276,the wooden which is closest to the right
3362,45359_1671430,45359_1671260,0,sampling_speaker1,-12.4211276616,-0.648983240128,the back of a chair
3363,45359_1671430,45359_1671260,0,sampling_speaker1,-22.2087091776,-0.640150666237,the bottom of the two on the white
3364,45359_1671430,45359_1671260,0,sampling_speaker1,-14.0078244673,-0.645150780678,the toilet with the photo
3365,45359_1671430,45359_1671260,0,sampling_speaker1,-27.2222949712,-0.636658012867,the large short on the right of the bowl of picture
3366,45359_1671430,45359_1671260,0,sampling_speaker1,-11.6708803491,-0.643983602524,the bottom of the chair
3367,45359_1671430,45359_1671260,0,sampling_speaker1,-25.4624263571,-0.632235527039,the shorter to the bottom of the bottom of the other
3368,45359_1671430,45359_1671260,0,sampling_speaker1,-18.2576706448,-0.63278567791,the bottom of the smaller on the left
3369,45359_1671430,45359_1671260,0,sampling_speaker1,-9.66258694773,-0.643427491188,the chair on the right
3370,127286_593294,127286_588185,0,sampling_speaker1,-6.26421425084,-0.670016646385,the zebra in the back
3371,127286_593294,127286_588185,0,sampling_speaker1,-7.28652049289,-0.67146384716,a zebra grazing
3372,127286_593294,127286_588185,0,sampling_speaker1,-14.3396514001,-0.671462774277,a zebra with the back of the face
3373,127286_593294,127286_588185,0,sampling_speaker1,-3.6675486133,-0.671298801899,a zebra
3374,127286_593294,127286_588185,0,sampling_speaker1,-7.69598157714,-0.670521020889,zebra in front of the zebra
3375,127286_593294,127286_588185,0,sampling_speaker1,-7.515965161,-0.67071390152,zebra closest to the zebra
3376,127286_593294,127286_588185,0,sampling_speaker1,-10.4999528017,-0.670369446278,the zebra in the back of the middle
3377,127286_593294,127286_588185,0,sampling_speaker1,-10.4886382711,-0.671151638031,a zebra next to the other zebra
3378,127286_593294,127286_588185,0,sampling_speaker1,-6.56080843039,-0.671972692013,a zebra in front of a zebra
